"p_symbol","last_close","last_volume","avg_volume","pct_change_1_day","pct_change_1_week","pct_change_1_month","pct_change_3_months","pct_change_1_year","sma_5","ema_5","sma_13","ema_13","sma_20","ema_20","sma_34","ema_34","sma_50","ema_50","sma_89","ema_89","sma_200","ema_200","bband_upper","bband_lower","bband_mid","macd","macd_signal","macd_hist","adx","dmi_plus","dmi_minus","rsi","stoch_k","stoch_d","cci","psar","true_range","atr","williams_r","trix","stochrsi_k","stochrsi_d","momentum","candle","p_date"
"KNRCON","246.00","285669.00","227266.28","1.86","-2.05","-1.86","8.95","-18.42","244.82","245.18","249.61","248.79","252.77","250.63","255.53","251.85","254.33","252.16","247.12","254.51","271.46","259.47","264.62","240.92","252.77","-3.00","-1.65","-1.35","28.31","14.75","27.63","42.25","32.16","22.67","-60.37","258.75","10.40","8.18","-52.08","","81.39","33.20","-4.65","","2022-09-21"
"KOKUYOCMLN","71.20","131879.00","293612.80","-3.33","-4.43","-1.18","35.62","6.91","72.68","72.69","74.29","73.78","75.36","73.74","73.87","72.36","69.86","70.55","64.35","67.71","63.75","65.35","79.54","71.17","75.36","0.46","1.36","-0.90","29.77","21.62","18.52","44.28","14.36","19.16","-142.18","76.61","3.00","2.74","-97.30","","0.00","23.65","-0.85","","2022-09-21"
"KOLTEPATIL","343.80","223162.00","321744.28","-2.27","-1.90","27.10","50.36","13.11","348.33","347.16","342.52","339.69","330.64","330.41","307.93","314.66","293.59","302.31","269.74","288.11","281.81","278.95","373.09","288.19","330.64","17.92","18.56","-0.65","46.14","30.20","12.86","62.39","19.22","24.79","33.85","340.10","20.10","16.11","-46.01","","0.00","17.28","73.30","","2022-09-21"
"KOPRAN","166.70","91908.00","92072.90","-2.97","-6.19","-7.62","-15.57","-21.24","173.86","172.17","176.77","176.39","180.06","179.24","184.98","184.29","191.41","189.95","200.27","203.46","249.57","220.20","192.23","167.90","180.06","-5.52","-5.04","-0.48","27.73","12.46","30.21","30.31","7.33","11.34","-187.11","181.64","7.85","6.46","-93.01","","0.00","0.00","-13.75","","2022-09-21"
"KOTAKBANK","1918.50","2238276.00","2740717.86","-1.10","-1.85","4.72","14.63","-4.45","1930.44","1928.97","1928.66","1922.88","1914.90","1911.90","1889.00","1889.07","1858.56","1868.69","1821.55","1843.04","1818.20","1829.66","1965.95","1863.86","1914.90","22.42","25.68","-3.26","37.04","25.32","14.57","53.99","28.32","37.71","-56.78","1893.92","51.60","45.20","-67.68","","0.00","10.86","86.45","","2022-09-21"
"KOTAKBANK-1M","1923.20","4741600.00","5217328.00","-1.13","-2.10","5.14","14.83","-3.97","1935.30","1934.30","1935.75","1929.12","1922.12","1918.07","1894.65","1894.60","1862.38","1873.55","1824.31","1846.94","1821.24","1832.77","1975.09","1869.15","1922.12","22.71","26.59","-3.87","38.64","26.28","15.43","53.53","26.58","35.71","-72.95","1993.90","49.55","43.19","-69.86","","0.00","12.73","94.00","","2022-09-21"
"KOTAKBKETF","418.02","140663.00","225075.54","-0.71","-0.75","7.79","26.32","9.94","417.35","417.39","412.57","412.57","407.09","408.19","400.46","399.96","389.21","392.36","370.15","381.67","369.37","370.99","425.76","388.43","407.09","8.66","8.57","0.09","48.41","27.91","14.42","64.97","56.01","49.94","73.54","411.55","7.23","8.32","-22.86","","10.06","21.92","30.22","","2022-09-21"
"KOTAKGOLD","42.73","132214.00","254548.50","0.14","-1.43","-3.19","-3.44","5.35","42.69","42.79","43.27","43.18","43.55","43.41","43.98","43.66","43.91","43.81","44.03","44.45","43.64","64.41","44.73","42.37","43.55","-0.40","-0.29","-0.11","46.31","8.76","47.27","33.29","32.74","25.88","-79.21","43.01","0.39","0.63","-31.41","","94.80","48.04","-1.41","","2022-09-21"
"KOTAKIT","27.58","125470.00","2626364.16","-0.72","-4.70","-8.77","0.99","-23.66","27.82","27.93","28.62","28.47","28.77","28.74","29.48","29.00","29.18","29.19","29.14","29.83","32.72","30.94","30.23","27.30","28.77","-0.45","-0.28","-0.17","36.92","11.50","36.41","36.14","18.34","15.28","-101.13","30.17","0.77","0.87","-63.17","","25.75","22.88","-2.65","","2022-09-21"
"KOTAKNIFTY","188.88","22918.00","118725.32","-0.39","-1.19","1.60","15.59","1.90","188.77","189.03","189.24","188.91","188.46","188.28","187.72","186.42","183.65","184.42","177.65","181.69","179.87","178.60","192.10","184.83","188.46","1.44","1.87","-0.43","43.49","31.69","18.48","54.48","36.97","30.17","-19.43","185.57","2.51","3.13","-63.54","","39.40","33.18","2.97","","2022-09-21"
"KOTAKNV20","97.34","7311.00","14714.92","0.29","-1.77","-1.73","13.68","-0.94","96.82","97.19","97.89","97.59","97.75","97.58","97.95","97.10","96.34","96.46","93.84","95.65","95.93","94.44","99.75","95.74","97.75","0.15","0.46","-0.31","27.27","24.12","19.68","49.76","43.24","26.87","-71.04","104.04","2.91","2.29","-75.70","","88.97","42.10","-1.71","","2022-09-21"
"KOTAKPSUBK","318.63","53277.00","52777.16","-0.61","-0.87","15.10","32.61","31.14","319.06","318.56","313.69","313.24","306.99","308.20","297.76","299.57","289.29","292.10","270.28","281.50","268.35","267.69","329.44","284.53","306.99","9.73","9.46","0.27","26.19","25.25","21.67","66.98","60.26","63.60","73.61","312.05","8.50","7.74","-23.68","","9.53","24.78","41.79","","2022-09-21"
"KOTARISUG","45.25","1816521.00","324695.64","3.19","10.37","12.70","42.52","37.33","43.73","43.86","42.53","42.73","42.12","42.04","40.78","40.83","38.92","39.86","37.19","38.67","37.31","36.88","44.72","39.52","42.12","1.34","1.21","0.13","28.47","30.23","12.19","69.52","63.48","63.96","172.92","40.61","4.05","2.29","-33.12","","100.00","95.58","5.10","","2022-09-21"
"KOTHARIPET","75.60","34912.00","59517.76","-0.33","-0.59","1.27","-3.14","41.84","76.11","76.08","77.26","76.61","76.83","76.84","76.97","77.48","78.03","78.52","81.30","80.61","84.65","77.97","79.23","74.42","76.83","-0.50","-0.42","-0.08","18.32","15.25","21.81","43.45","27.44","30.28","-95.98","79.33","1.90","2.64","-79.10","","0.00","4.41","0.95","","2022-09-21"
"KOTHARIPRO","130.40","6482.00","25806.94","0.93","-1.55","-18.96","51.54","31.85","130.72","131.17","137.23","136.00","142.41","137.42","143.24","134.72","127.53","129.94","111.68","122.03","110.98","112.19","160.80","124.01","142.41","-1.24","1.97","-3.22","27.66","16.37","19.48","42.16","28.50","19.39","-89.53","136.63","5.00","7.27","-87.77","","38.14","12.71","-30.50","","2022-09-21"
"KPITTECH","599.50","2434486.00","1623707.24","4.37","-0.85","7.12","27.96","87.67","582.39","585.60","578.06","579.72","573.08","574.32","563.54","564.24","548.75","555.80","528.24","545.58","556.56","512.33","606.78","539.38","573.08","10.71","10.74","-0.04","14.30","29.28","22.27","61.06","59.77","35.45","66.84","612.61","28.95","21.07","-22.19","","97.20","35.02","39.85","","2022-09-21"
"KPRMILL","558.45","373368.00","402434.86","-1.43","-7.16","-9.69","1.03","25.66","571.13","570.79","590.62","584.34","596.47","587.54","592.31","585.86","577.62","582.93","567.77","581.95","609.87","561.63","630.48","562.47","596.47","-4.05","2.71","-6.76","20.89","11.94","26.29","34.80","13.14","10.31","-151.73","614.41","31.70","18.74","-88.12","","0.00","1.48","-59.95","","2022-09-21"
"KRBL","367.45","890151.00","1446949.44","0.84","0.51","26.64","80.97","38.35","361.17","360.84","340.41","344.00","328.62","331.39","303.54","311.70","285.61","295.83","256.67","273.83","241.55","254.99","381.86","275.39","328.62","23.84","21.41","2.44","33.93","29.43","16.20","69.11","73.97","69.43","82.14","297.18","13.60","19.39","-11.96","","100.00","63.08","77.30","","2022-09-21"
"KREBSBIO","116.45","21165.00","42725.72","-3.56","-6.01","2.55","6.88","-32.39","120.64","120.13","124.17","121.99","124.17","121.55","118.91","119.74","115.32","118.79","113.50","121.22","140.96","130.37","132.25","116.10","124.17","1.20","2.63","-1.44","37.06","20.90","18.97","44.02","20.02","21.09","-174.81","141.57","7.60","6.29","-89.95","","0.00","0.54","2.90","","2022-09-21"
"KRIDHANINF","3.95","79203.00","123213.10","-4.82","-8.14","2.60","-5.95","-11.24","4.11","4.09","4.15","4.13","4.13","4.11","4.05","4.11","4.07","4.16","4.29","4.37","5.31","4.75","4.47","3.79","4.13","0.02","0.03","-0.01","15.45","16.81","16.70","43.34","5.00","12.80","-64.05","4.59","0.25","0.28","-50.00","","0.00","8.26","0.10","","2022-09-21"
"KRISHANA","347.60","28300.00","22940.76","-2.13","-3.20","9.09","20.57","102.51","354.15","352.11","342.90","344.58","334.51","337.45","324.82","326.25","305.20","317.95","304.54","303.98","260.94","265.94","368.59","300.42","334.51","13.55","12.92","0.63","24.56","23.83","16.08","60.77","14.42","32.14","40.43","340.85","15.80","15.69","-47.86","","0.00","16.55","28.95","","2022-09-21"
"KSB","1960.45","19651.00","41340.82","-1.52","-3.02","8.15","44.45","57.52","1936.81","1957.74","1973.79","1949.94","1952.20","1918.28","1834.96","1841.65","1711.79","1765.69","1577.94","1636.89","1381.78","1442.06","2059.70","1844.69","1952.20","67.74","86.91","-19.18","48.79","27.23","16.11","58.85","59.79","44.95","-5.12","2049.69","86.30","74.38","-57.85","","60.43","38.75","147.80","","2022-09-21"
"KSCL","454.00","92026.00","191051.26","-1.35","-4.56","-1.16","-10.05","-25.19","461.81","460.00","458.66","460.89","457.89","461.82","464.02","466.78","471.56","474.41","499.79","491.12","523.14","517.75","479.58","436.20","457.89","-2.71","-4.02","1.31","25.94","24.48","23.58","41.59","10.09","11.23","-19.66","498.00","13.30","12.02","-73.46","","0.00","4.77","-5.35","","2022-09-21"
"KSL","333.10","33793.00","37391.76","0.00","-0.86","14.66","21.15","-17.96","329.78","331.13","332.01","328.27","324.66","324.11","311.91","317.35","308.49","312.64","301.65","308.70","308.82","312.75","352.03","297.29","324.66","7.96","8.62","-0.67","36.15","25.24","11.55","63.12","59.95","46.26","39.68","341.88","8.05","9.97","-39.63","","69.38","39.04","42.60","","2022-09-21"
"KSOLVES","410.00","17600.00","36800.00","0.15","-7.05","-8.84","21.66","8.17","416.61","417.13","439.66","430.86","446.84","432.45","428.62","426.20","415.49","416.59","385.70","399.17","364.52","397.20","488.61","405.08","446.84","-0.50","7.86","-8.36","24.09","19.73","20.03","42.36","10.70","9.50","-128.52","481.51","5.00","25.47","-87.05","","37.08","20.74","-39.75","","2022-09-21"
"KTKBANK","89.20","3383935.00","2009043.70","0.22","12.34","24.41","37.02","23.89","86.83","86.66","80.37","82.13","78.28","80.04","76.86","77.43","74.62","75.33","70.21","72.01","65.92","67.95","88.87","67.69","78.28","3.74","2.36","1.38","25.01","36.65","10.79","81.05","83.39","86.84","132.72","81.71","2.05","2.90","-11.47","","90.20","94.35","17.50","","2022-09-21"
"KUANTUM","111.50","163829.00","183951.36","-1.85","-7.93","35.07","66.92","48.96","115.30","114.35","115.58","112.39","108.22","108.43","97.72","101.69","92.21","96.46","83.20","89.90","83.04","83.58","130.49","85.96","108.22","7.65","8.44","-0.79","64.09","28.60","9.16","61.05","0.93","4.66","-26.36","134.93","8.35","7.61","-63.94","","0.00","0.00","28.95","","2022-09-21"
"L&TFH","79.85","4682310.00","6946948.74","-2.20","-5.78","9.53","18.56","-6.61","81.66","81.19","81.25","80.92","80.28","80.14","78.32","78.72","76.50","77.67","74.78","76.72","76.15","77.50","84.74","75.83","80.28","1.54","1.75","-0.21","26.71","24.31","20.60","51.47","7.34","10.71","-39.21","78.50","2.85","2.79","-80.61","","0.00","5.22","6.95","","2022-09-21"
"L&TFH-1M","79.95","12466828.00","16058916.48","-2.26","-6.16","9.75","18.27","-6.87","81.90","81.40","81.57","81.20","80.62","80.43","78.63","79.01","76.78","77.95","75.01","76.97","76.35","77.71","85.13","76.12","80.62","1.52","1.77","-0.25","21.92","22.28","21.03","50.82","6.88","10.60","-48.60","78.44","2.85","2.88","-83.73","","0.00","4.77","7.10","","2022-09-21"
"LAGNAM","75.15","18735.00","27009.70","-2.72","-8.24","-2.78","9.15","89.29","77.41","77.33","79.92","78.92","79.94","79.11","79.10","78.76","77.98","78.30","76.24","77.68","78.47","72.02","83.99","75.89","79.94","-0.18","0.60","-0.78","22.43","8.98","23.90","38.37","9.74","12.74","-179.95","85.76","2.95","3.79","-94.44","","0.00","6.39","-2.15","","2022-09-21"
"LAKPRE","6.20","656.00","2060.50","-4.62","1.64","5.08","5.98","49.40","6.45","6.37","6.23","6.22","6.04","6.11","5.86","5.98","5.77","5.91","5.78","5.92","6.31","5.90","6.74","5.33","6.04","0.20","0.17","0.03","15.75","28.46","21.04","53.07","32.17","69.95","5.19","5.79","0.30","0.33","-52.17","","0.00","45.17","0.30","","2022-09-21"
"LALPATHLAB","2388.10","268450.00","254698.84","2.34","-0.37","-4.76","20.92","-40.01","2332.64","2358.12","2413.77","2399.38","2458.18","2411.49","2451.17","2396.03","2338.94","2372.05","2227.89","2379.65","2633.18","2561.46","2661.17","2255.18","2458.18","-12.65","13.51","-26.16","20.35","23.90","23.55","48.40","58.65","30.34","-44.93","2566.32","68.85","85.34","-65.81","","100.00","54.81","-119.25","","2022-09-21"
"LALPATHLAB-1M","2369.40","350250.00","396745.00","1.96","3.36","-1.69","20.83","-40.69","2277.20","2310.82","2323.49","2323.41","2362.09","2332.06","2375.41","2322.09","2285.40","2305.83","2179.81","2326.38","2605.66","2519.29","2531.86","2192.32","2362.09","-9.33","2.56","-11.88","18.61","25.20","23.30","53.14","94.73","68.13","33.11","2149.95","66.35","84.09","-34.00","","100.00","83.43","-40.85","","2022-09-21"
"LAMBODHARA","104.65","22772.00","40577.72","-1.64","-4.43","12.41","44.54","25.55","107.52","106.63","105.76","104.95","101.51","102.39","96.49","98.16","91.59","95.12","86.78","92.25","93.45","89.40","116.91","86.11","101.51","4.91","5.16","-0.25","58.95","25.57","7.38","58.09","18.45","26.69","10.21","118.00","6.25","6.67","-48.72","","0.00","2.04","11.55","","2022-09-21"
"LAOPALA","361.20","120597.00","289089.54","-0.29","-0.41","12.47","43.08","19.74","360.79","359.90","350.23","353.23","349.41","347.20","334.96","335.93","319.02","326.73","296.06","318.47","337.87","316.12","370.72","328.09","349.41","11.97","12.02","-0.06","33.41","29.37","17.78","64.48","48.20","50.40","69.82","345.18","11.60","13.72","-33.30","","29.64","34.69","40.05","","2022-09-21"
"LASA","41.50","1262508.00","187010.76","4.80","9.35","22.06","20.99","-43.54","38.96","39.41","38.00","38.11","36.87","37.51","36.41","36.97","36.28","37.07","37.07","39.00","48.50","46.65","40.67","33.06","36.87","1.03","0.61","0.42","21.09","32.94","11.74","66.59","97.51","70.01","222.06","36.72","1.95","1.87","-0.66","","100.00","76.46","7.50","","2022-09-21"
"LAURUSLABS","515.90","847556.00","1529537.46","-2.23","-5.93","-9.73","10.18","-20.77","519.70","523.18","542.00","537.66","553.16","543.37","556.98","544.58","541.96","542.54","530.71","540.50","538.45","537.10","596.53","509.80","553.16","-8.51","-1.74","-6.77","24.16","15.95","27.84","37.25","26.19","20.47","-101.03","554.52","17.85","15.93","-86.40","","67.04","47.56","-55.60","","2022-09-21"
"LAXMICOT","24.25","35211.00","63585.80","-0.61","-6.37","5.43","6.36","-7.62","24.54","24.57","24.99","24.80","25.09","24.73","24.36","24.47","24.07","24.23","23.47","23.98","24.29","23.23","26.66","23.51","25.09","0.18","0.34","-0.17","25.82","22.19","15.27","47.96","30.64","23.04","-77.41","29.15","1.25","1.77","-83.06","","0.16","3.30","1.25","","2022-09-21"
"LAXMIMACH","12835.15","3741.00","7828.72","0.93","1.07","12.11","47.72","55.05","12694.17","12733.49","12683.09","12582.97","12457.33","12371.84","11875.46","11920.39","11287.74","11490.83","10253.83","10844.63","10000.99","9942.89","13161.68","11752.99","12457.33","434.00","492.63","-58.63","42.25","19.32","10.34","69.42","75.40","62.05","68.94","12982.00","298.00","377.78","-30.34","","100.00","49.02","1386.50","","2022-09-21"
"LCCINFOTEC","2.85","107263.00","180546.98","-1.72","-3.39","-3.39","-1.72","39.02","2.91","2.91","2.95","2.93","2.93","2.95","2.95","2.98","3.02","3.03","3.08","3.16","3.83","3.20","3.06","2.79","2.93","-0.03","-0.03","0.00","11.43","17.18","13.44","42.95","4.99","19.54","-111.11","2.81","0.05","0.14","-100.00","","0.00","23.11","-0.10","","2022-09-21"
"LEMONTREE","86.40","10595395.00","7174360.28","2.31","3.91","27.62","39.35","114.39","84.36","84.27","80.66","80.98","76.83","78.76","74.73","75.70","71.80","73.34","67.97","69.48","60.35","62.30","89.48","64.17","76.83","4.08","3.32","0.75","34.15","37.07","11.23","71.52","64.59","47.09","100.91","80.70","4.10","3.32","-12.46","","45.92","29.95","18.70","","2022-09-21"
"LEXUS","84.45","65000.00","44280.00","4.97","26.33","34.05","19.79","562.35","76.86","77.34","64.89","69.45","64.18","66.38","59.93","63.57","60.15","61.69","60.24","56.94","39.60","44.85","82.81","45.55","64.18","5.22","2.42","2.79","25.16","61.12","20.76","76.78","100.34","100.29","140.16","58.74","5.45","3.39","0.00","","100.00","100.00","21.45","","2022-09-21"
"LFIC","94.05","7829.00","3413.96","-8.60","-10.17","-9.26","9.42","17.64","102.02","100.61","103.48","102.77","103.20","103.61","105.44","104.59","108.49","104.87","103.07","105.07","111.85","104.62","108.01","98.40","103.20","-1.52","-1.05","-0.47","9.36","16.82","31.71","29.56","12.29","27.83","-375.81","107.93","9.80","4.78","-94.31","","0.00","0.00","-9.60","","2022-09-21"
"LGBBROSLTD","767.50","60210.00","165342.56","-0.81","-0.12","15.79","44.32","83.28","774.14","771.16","765.67","759.96","742.69","747.71","719.52","726.41","704.29","706.63","649.12","673.66","626.11","615.27","811.88","673.50","742.69","23.66","23.61","0.04","29.43","23.90","14.18","62.37","26.30","33.69","31.24","740.79","18.35","26.52","-37.50","","0.00","2.80","104.65","","2022-09-21"
"LGBFORGE","12.60","416332.00","397270.44","-1.56","-7.01","24.75","39.23","78.72","13.19","12.82","12.08","12.25","11.60","11.86","11.04","11.38","10.82","11.09","10.42","10.87","11.62","10.41","13.85","9.34","11.60","0.71","0.55","0.16","31.41","27.30","9.88","61.25","17.74","42.58","50.93","11.25","1.00","0.92","-53.33","","0.00","18.15","2.50","","2022-09-21"
"LIBAS","24.10","328590.00","245062.16","-5.12","-8.71","-6.04","5.01","-51.76","25.30","25.17","25.80","25.62","25.82","25.75","26.10","25.85","26.13","25.87","25.71","26.17","27.11","28.48","26.79","24.85","25.82","-0.22","-0.06","-0.15","27.08","8.24","26.75","32.91","20.03","24.55","-255.43","27.39","2.10","1.15","-85.37","","0.00","5.65","-1.55","","2022-09-21"
"LIBERTSHOE","217.30","4005353.00","253166.32","12.59","12.77","31.10","58.96","29.58","195.91","199.12","186.70","188.90","180.72","183.38","172.77","175.72","165.28","170.12","156.79","163.37","155.77","158.65","205.69","155.76","180.72","10.17","7.82","2.35","43.13","45.48","8.93","82.54","71.20","56.91","198.83","183.10","34.65","9.56","-16.45","","100.00","54.65","51.55","","2022-09-21"
"LICHSGFIN","420.70","866601.00","2158747.72","-0.98","-4.16","10.86","37.71","0.71","426.00","424.74","429.60","424.51","421.56","419.63","406.96","408.98","394.83","399.34","372.99","386.69","371.28","380.86","448.71","394.41","421.56","10.09","12.71","-2.62","29.59","24.01","25.25","54.48","25.62","19.18","-55.34","442.36","8.80","10.37","-72.93","","14.41","13.28","41.20","","2022-09-21"
"LICHSGFIN-1M","421.00","2678000.00","4464760.00","-1.15","-2.44","10.99","37.36","0.44","423.64","423.15","424.60","421.02","416.86","416.12","404.59","406.11","393.43","397.13","372.36","385.43","371.51","380.53","441.56","392.16","416.86","9.93","11.53","-1.60","24.01","25.75","22.20","57.26","35.28","27.38","-9.32","435.16","9.10","10.31","-57.60","","15.58","16.92","41.70","","2022-09-21"
"LICNETFGSC","22.84","18628.00","9791.30","0.18","1.38","2.56","4.82","1.15","22.70","22.72","22.58","22.59","22.46","22.51","22.35","22.40","22.22","22.31","22.09","22.23","22.24","22.22","22.92","21.99","22.46","0.15","0.12","0.03","44.27","17.61","8.66","61.33","58.43","53.32","126.38","22.10","0.89","0.54","-43.08","","100.00","89.52","0.57","","2022-09-21"
"LICNETFN50","191.68","228.00","2071.44","-0.02","-1.04","1.43","14.98","2.52","191.09","191.34","191.14","191.01","190.35","190.31","189.70","188.40","185.63","186.39","179.63","183.74","181.98","181.27","193.91","186.79","190.35","1.55","1.90","-0.35","14.52","21.76","19.97","58.52","52.89","41.42","46.29","187.91","5.74","3.55","-41.46","","47.85","28.28","2.71","","2022-09-21"
"LICNETFSEN","643.84","147.00","1248.98","-0.55","-1.31","0.71","15.77","1.91","644.35","645.03","645.78","644.69","642.72","642.55","640.95","636.14","626.77","629.19","605.91","619.56","612.64","608.80","656.00","629.44","642.72","4.93","6.41","-1.48","25.95","20.82","23.53","53.99","46.99","33.17","-15.30","626.73","4.36","12.39","-59.29","","27.84","28.41","4.52","","2022-09-21"
"LICNFNHGP","193.18","902.00","8338.70","-0.64","-1.40","1.88","17.61","10.91","193.48","193.59","193.53","193.23","192.48","192.37","191.37","190.11","186.86","187.79","180.09","184.58","182.54","180.26","196.52","188.44","192.48","1.89","2.31","-0.42","18.91","17.00","20.80","56.20","60.32","55.81","14.44","188.57","2.25","3.75","-39.57","","18.91","25.18","3.57","","2022-09-21"
"LIKHITHA","358.85","68505.00","119194.64","-0.84","0.29","33.18","41.64","-7.56","359.45","359.44","357.68","351.53","341.47","342.50","318.34","328.56","309.68","318.73","293.84","309.24","309.78","309.12","394.76","288.18","341.47","17.04","17.26","-0.22","38.21","26.93","12.40","64.39","52.51","62.19","55.55","343.21","11.85","15.79","-33.11","","0.00","39.84","89.40","","2022-09-21"
"LINC","292.45","11635.00","16079.00","-3.82","-6.37","7.46","17.85","33.30","301.32","299.61","300.93","297.68","292.88","293.69","284.94","286.51","274.68","281.06","266.83","274.70","268.73","262.45","318.49","267.28","292.88","7.83","8.68","-0.84","28.77","19.85","20.46","51.42","24.22","31.49","-37.15","282.86","21.90","16.88","-53.61","","0.00","11.03","20.30","","2022-09-21"
"LINCOLN","290.40","25953.00","33260.02","-0.92","-3.79","3.31","-0.79","-24.43","290.81","291.25","291.78","291.56","289.75","291.68","292.21","292.74","297.03","294.25","293.91","298.88","317.76","307.88","301.47","278.03","289.75","-0.49","-0.87","0.37","15.55","22.68","17.31","48.59","39.21","25.84","-16.16","309.52","6.45","10.42","-68.12","","59.53","37.26","9.30","","2022-09-21"
"LINDEINDIA","3485.35","311483.00","67525.14","0.30","2.07","5.06","22.58","31.07","3419.77","3438.93","3411.26","3415.97","3392.98","3411.24","3414.12","3406.28","3454.42","3392.04","3289.28","3333.62","3097.48","3072.39","3494.40","3291.56","3392.98","7.66","-2.79","10.45","17.03","28.10","13.78","57.25","57.78","45.68","201.83","3302.00","180.00","109.33","-45.75","","100.00","67.00","167.80","","2022-09-21"
"LIQUIDBEES","1000.00","1452541.00","1708445.10","0.00","0.00","0.00","0.00","0.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.00","1000.01","999.99","1000.00","0.00","0.00","0.00","28.13","48.52","23.48","52.23","12.94","38.62","-13.99","996.27","0.02","0.89","-50.00","","98.25","32.75","0.00","","2022-09-21"
"LIQUIDETF","999.99","42842.00","28322.04","0.00","0.00","0.00","0.00","0.00","999.99","999.99","999.99","999.99","999.99","999.99","999.99","999.99","1000.00","999.99","1000.00","999.99","1000.00","1000.00","1000.00","999.98","999.99","0.00","0.00","0.00","59.84","55.52","29.93","47.48","61.64","78.14","294.22","990.00","10.01","1.86","-50.05","","3.04","34.32","0.00","","2022-09-21"
"LIX15","4623.75","58935.11","56268.91","-0.86","-0.74","4.83","19.30","2.63","4616.12","4621.41","4581.96","4584.57","4536.85","4551.05","4508.02","4485.38","4387.42","4427.88","4239.56","4364.61","4359.01","4305.78","4699.29","4374.41","4536.85","67.32","67.38","-0.06","18.79","28.06","24.26","61.16","62.29","55.84","75.99","4535.50","67.30","67.13","-23.66","","30.57","36.95","213.00","","2022-09-21"
"LODHA","1075.70","266498.00","454911.08","1.69","1.35","1.77","2.65","7.00","1048.21","1060.54","1079.13","1069.74","1077.91","1075.04","1080.75","1079.44","1094.87","1079.31","1061.06","1078.81","1121.34","1053.86","1129.05","1026.77","1077.91","-9.03","-5.63","-3.40","12.39","22.09","25.18","49.42","86.20","49.41","-36.02","1113.25","32.85","33.13","-40.49","","100.00","66.67","18.70","","2022-09-21"
"LOKESHMACH","112.95","39036.00","302713.72","-3.13","-9.86","31.64","63.81","105.93","117.90","117.81","125.65","120.05","120.82","117.41","107.94","110.97","101.19","105.24","90.50","96.72","82.92","83.49","148.70","92.94","120.82","5.67","8.50","-2.83","42.13","23.80","20.14","48.84","9.68","13.97","-148.99","142.41","6.40","7.69","-95.73","","0.00","0.00","27.15","","2022-09-21"
"LOTUSEYE","65.80","8850.00","68952.98","-1.28","-3.66","0.08","38.53","40.30","66.67","66.73","67.95","67.42","67.34","67.47","68.88","66.66","66.03","65.19","59.17","62.23","57.27","57.29","72.18","62.51","67.34","0.15","0.59","-0.44","27.31","20.04","12.88","46.43","18.49","15.74","-59.79","74.20","2.40","4.66","-76.92","","0.00","11.18","0.05","","2022-09-21"
"LOVABLE","161.60","22995.00","80518.48","-0.03","-2.94","2.12","32.84","42.07","163.36","162.95","167.06","164.52","166.63","163.15","158.74","158.53","149.73","154.13","141.01","148.90","150.78","142.98","174.71","158.55","166.63","3.34","5.47","-2.13","25.50","21.26","17.90","51.05","17.57","14.83","-112.31","156.17","3.90","7.26","-88.36","","11.65","7.93","3.35","","2022-09-21"
"LPDC","6.65","26949.00","62441.72","-1.48","-4.32","-3.62","4.72","41.49","6.83","6.78","6.89","6.84","6.83","6.85","6.90","6.82","6.77","6.83","6.78","6.96","8.12","6.97","7.12","6.54","6.83","0.00","0.03","-0.03","23.40","10.67","20.28","44.08","32.18","41.20","-172.46","6.30","0.25","0.43","-63.64","","0.00","0.00","-0.25","","2022-09-21"
"LSIL","14.05","3905611.00","4093748.60","-0.35","-1.75","-6.64","56.11","360.66","13.94","14.02","14.33","14.25","14.46","14.36","14.85","14.32","14.38","14.14","13.08","13.86","14.78","12.76","15.24","13.68","14.46","-0.15","-0.04","-0.11","15.53","23.28","22.60","45.81","52.18","35.72","-40.04","15.29","0.90","0.66","-58.97","","93.98","64.39","-1.00","","2022-09-21"
"LT","1895.65","1618385.00","1905284.78","-1.92","-2.98","0.80","27.23","10.46","1923.31","1921.54","1948.97","1930.94","1933.54","1921.28","1897.42","1887.84","1845.84","1850.92","1727.47","1798.93","1775.75","1744.80","1997.81","1869.26","1933.54","23.48","36.45","-12.97","39.11","26.23","21.57","48.27","9.42","12.55","-149.30","1986.47","54.70","38.75","-96.08","","0.00","13.35","15.00","","2022-09-21"
"LT-1M","1901.50","1785000.00","2772138.00","-1.86","-3.18","1.26","27.34","10.63","1929.14","1927.07","1953.16","1935.76","1937.18","1925.33","1901.01","1890.49","1845.35","1852.52","1726.45","1799.69","1777.58","1745.87","2002.28","1872.08","1937.18","24.99","37.95","-12.96","42.11","27.04","20.52","48.70","7.57","10.35","-143.97","1990.39","50.50","37.69","-96.81","","0.00","12.25","23.65","","2022-09-21"
"LTI","4410.90","283595.00","451550.88","0.12","-4.49","-6.58","10.18","-22.82","4429.36","4444.35","4540.00","4523.28","4556.93","4555.28","4681.39","4564.50","4567.08","4560.16","4370.71","4644.67","5353.33","4926.90","4805.22","4308.63","4556.93","-48.57","-17.71","-30.86","15.32","23.65","31.44","42.04","34.39","23.82","-82.62","4794.68","107.30","141.49","-74.59","","32.41","19.67","-310.80","","2022-09-21"
